County Code,Perm ID,Facility Name,Building Nbr,Building Name,Building Status,SPC Rating *,Building URL,Height (ft),Stories,Building Code,Building Code Year,Year Completed,Count,Location 1
48 - Solano,11019,Northbay Medical Center,BLD-02683,Original Hospital Building C,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=75HIS&capID2=00000&capID3=00054&agencyCode=OSHPD,15.42,1,1973 California Building Code (CBC),1973,1977,1,"Fairfield
(38.2617416, -122.0466232)"
48 - Solano,11019,Northbay Medical Center,BLD-03029,Emergency Room Canopy,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=03HIS&capID2=00000&capID3=00034&agencyCode=OSHPD,,1,1998 California Building Code (CBC),1998,2003,1,"Fairfield
(38.2617416, -122.0466232)"
48 - Solano,11019,Northbay Medical Center,BLD-03030,Phase 1 Replacement Building Canopy,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=95HIS&capID2=00000&capID3=00092&agencyCode=OSHPD,,3,1989 California Building Code (CBC),1989,1995,1,"Fairfield
(38.2617416, -122.0466232)"
48 - Solano,11019,Northbay Medical Center,BLD-05345,Electrical Building,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=001LS&agencyCode=OSHPD,15.83,1,2010 California Building Code (CBC),2010,2014,1,"Fairfield
(38.2617416, -122.0466232)"
48 - Solano,11019,Northbay Medical Center,BLD-05875,New North Wing,Proposed,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=00493&agencyCode=OSHPD,,3,2010 California Building Code (CBC),2010,,1,"Fairfield
(38.2617416, -122.0466232)"
48 - Solano,11019,Northbay Medical Center,BLD-05876,Overhead Utility Support Structure,Not a Building Structure,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=004A1&agencyCode=OSHPD,8.96,1,2010 California Building Code (CBC),2010,2014,1,"Fairfield
(38.2617416, -122.0466232)"
48 - Solano,15807,NORTHBAY VACAVALLEY HOSPITAL,BLD-00340,Nursing Wing,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00006&agencyCode=OSHPD,,2,1982 California Building Code (CBC),1982,1990,1,"Vacaville
(38.355854, -121.9519653)"
48 - Solano,15807,NORTHBAY VACAVALLEY HOSPITAL,BLD-00341,Main Entrance,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00007&agencyCode=OSHPD,,2,1982 California Building Code (CBC),1982,1990,1,"Vacaville
(38.355854, -121.9519653)"
48 - Solano,15807,NORTHBAY VACAVALLEY HOSPITAL,BLD-00342,Ancillary Wing,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,,2,1982 California Building Code (CBC),1982,1990,1,"Vacaville
(38.355854, -121.9519653)"
48 - Solano,15807,NORTHBAY VACAVALLEY HOSPITAL,BLD-00343,Administration Wing,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1990,1,"Vacaville
(38.355854, -121.9519653)"
48 - Solano,15807,NORTHBAY VACAVALLEY HOSPITAL,BLD-00344,Central Plant,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00010&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1990,1,"Vacaville
(38.355854, -121.9519653)"
48 - Solano,15807,NORTHBAY VACAVALLEY HOSPITAL,BLD-00345,Cafeteria Wing,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00011&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1990,1,"Vacaville
(38.355854, -121.9519653)"
48 - Solano,15807,NORTHBAY VACAVALLEY HOSPITAL,BLD-00347,Service Yard Canopy,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00013&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1990,1,"Vacaville
(38.355854, -121.9519653)"
48 - Solano,15807,NORTHBAY VACAVALLEY HOSPITAL,BLD-05991,MRI Walkway,Proposed,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=16CAP&capID2=00000&capID3=000V1&agencyCode=OSHPD,,1,2013 California Building Code (CBC),2013,,1,"Vacaville
(38.355854, -121.9519653)"
48 - Solano,15807,NORTHBAY VACAVALLEY HOSPITAL,BLD-05993,Bulk Oxygen Tank,Equipment Yard,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=16CAP&capID2=00000&capID3=000VA&agencyCode=OSHPD,,,1982 California Building Code (CBC),1982,1990,1,"Vacaville
(38.355854, -121.9519653)"
48 - Solano,12525,Sutter Solano Medical Center,BLD-01019,Original Hospital,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=66HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,53,4,1964 Uniform Building Code (UBC),1964,1966,1,"Vallejo
(38.1311836, -122.2373276)"
48 - Solano,12525,Sutter Solano Medical Center,BLD-01020,One Story Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=76HIS&capID2=00000&capID3=00020&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1976,1,"Vallejo
(38.1311836, -122.2373276)"
48 - Solano,12525,Sutter Solano Medical Center,BLD-01021,Tower Addition,In Service,3s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00018&agencyCode=OSHPD,,4,1982 California Building Code (CBC),1982,1989,1,"Vallejo
(38.1311836, -122.2373276)"
48 - Solano,12525,Sutter Solano Medical Center,BLD-02969,Two Story Addition,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00047&agencyCode=OSHPD,,2,1982 California Building Code (CBC),1982,1989,1,"Vallejo
(38.1311836, -122.2373276)"
49 - Sonoma,12823,Healdsburg District Hospital,BLD-00919,Main Hospital Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=72HIS&capID2=00000&capID3=00030&agencyCode=OSHPD,,1,1970 Uniform Building Code (UBC),1970,1972,1,"Healdsburg
(38.6274938, -122.8638015)"
49 - Sonoma,12823,Healdsburg District Hospital,BLD-00920,Entrance Addition,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1994,1,"Healdsburg
(38.6274938, -122.8638015)"
49 - Sonoma,12823,Healdsburg District Hospital,BLD-00921,CT Scanner Addition,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1994,1,"Healdsburg
(38.6274938, -122.8638015)"
49 - Sonoma,12823,Healdsburg District Hospital,BLD-00922,Mechanical/Electrical Addition,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00018&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1994,1,"Healdsburg
(38.6274938, -122.8638015)"
49 - Sonoma,12823,Healdsburg District Hospital,BLD-00923,Materials Management Addition,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00019&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1994,1,"Healdsburg
(38.6274938, -122.8638015)"
49 - Sonoma,12823,Healdsburg District Hospital,BLD-05449,ED Addition,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=005YB&agencyCode=OSHPD,,1,2001 California Building Code (CBC),2001,2008,1,"Healdsburg
(38.6274938, -122.8638015)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-00277,Hospital,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00004&agencyCode=OSHPD,,4,1982 California Building Code (CBC),1982,1989,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-00278,Central Plant,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00495&agencyCode=OSHPD,,1,1976 Uniform Building Code (UBC),1976,1980,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-00279,Central Plant Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00005&agencyCode=OSHPD,28.83,2,1982 California Building Code (CBC),1982,1989,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-00280,Electrical Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00006&agencyCode=OSHPD,14.5,1,1982 California Building Code (CBC),1982,1989,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-02780,"Hospital, South",Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00059&agencyCode=OSHPD,,2,1982 California Building Code (CBC),1982,1991,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-02781,"Hospital, North",Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00060&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1991,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-02782,"Canopy, South",In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00061&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1991,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-02783,"Canopy, North",In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00062&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1991,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-03610,North Wing Expansion,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00490&agencyCode=OSHPD,73.52,5,2001 California Building Code (CBC),2001,2012,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-03849,Generator Building,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=10HIS&capID2=00000&capID3=00402&agencyCode=OSHPD,,1,2001 California Building Code (CBC),2001,2010,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-05699,Connecting Tunnel,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=13CAP&capID2=00000&capID3=00CNJ&agencyCode=OSHPD,9,1,2001 California Building Code (CBC),2001,2012,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-05700,CUP / Boiler Room Expansion,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=13CAP&capID2=00000&capID3=00CNK&agencyCode=OSHPD,13.333,1,2001 California Building Code (CBC),2001,2010,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,16242,Kaiser Foundation Hospital - Santa Rosa,BLD-06104,North Wing Expansion Canopy,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=16CAP&capID2=00000&capID3=00701&agencyCode=OSHPD,11.71,1,2001 California Building Code (CBC),2001,2012,1,"Santa Rosa
(38.4714851, -122.7264175)"
49 - Sonoma,14568,Petaluma Valley Hospital,BLD-00311,Original Hospital - Southwest,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1977,1,"Petaluma
(38.2545395, -122.6317825)"
49 - Sonoma,14568,Petaluma Valley Hospital,BLD-00312,Emergency Room Expansion,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1991,1,"Petaluma
(38.2545395, -122.6317825)"
49 - Sonoma,14568,Petaluma Valley Hospital,BLD-00313,Power Plant Building,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1977,1,"Petaluma
(38.2545395, -122.6317825)"
49 - Sonoma,14568,Petaluma Valley Hospital,BLD-00314,Switchgear Building,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1991,1,"Petaluma
(38.2545395, -122.6317825)"
49 - Sonoma,14568,Petaluma Valley Hospital,BLD-00315,Power Plant Addition,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1991,1,"Petaluma
(38.2545395, -122.6317825)"
49 - Sonoma,14568,Petaluma Valley Hospital,BLD-02579,Original Hospital - Northeast,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00056&agencyCode=OSHPD,,2,1973 California Building Code (CBC),1973,1977,1,"Petaluma
(38.2545395, -122.6317825)"
49 - Sonoma,14568,Petaluma Valley Hospital,BLD-02580,Original Hospital - Northwest,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00057&agencyCode=OSHPD,,2,1976 California Building Code (CBC),1976,1977,1,"Petaluma
(38.2545395, -122.6317825)"
49 - Sonoma,14568,Petaluma Valley Hospital,BLD-02581,Original Hospital - Southeast,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00058&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1977,1,"Petaluma
(38.2545395, -122.6317825)"
49 - Sonoma,14568,Petaluma Valley Hospital,BLD-02757,Power Plant Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=87HIS&capID2=00000&capID3=00043&agencyCode=OSHPD,,2,1985 California Building Code (CBC),1985,1987,1,"Petaluma
(38.2545395, -122.6317825)"
49 - Sonoma,11054,Santa Rosa Memorial Hospital,BLD-01529,Original Hospital,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=61HIS&capID2=00000&capID3=00018&agencyCode=OSHPD,12,1,1958 Uniform Building Code (UBC),1958,1961,1,"Santa Rosa
(38.4417572, -122.7023926)"
49 - Sonoma,11054,Santa Rosa Memorial Hospital,BLD-01530,Physical Therapy Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=78HIS&capID2=00000&capID3=00035&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1978,1,"Santa Rosa
(38.4417572, -122.7023926)"
49 - Sonoma,11054,Santa Rosa Memorial Hospital,BLD-01531,Psychiatric Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=78HIS&capID2=00000&capID3=00036&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1978,1,"Santa Rosa
(38.4417572, -122.7023926)"
49 - Sonoma,11054,Santa Rosa Memorial Hospital,BLD-02755,Dietary Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=78HIS&capID2=00000&capID3=00050&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1978,1,"Santa Rosa
(38.4417572, -122.7023926)"
49 - Sonoma,11054,Santa Rosa Memorial Hospital,BLD-02756,Social Services Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=86HIS&capID2=00000&capID3=00051&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1986,1,"Santa Rosa
(38.4417572, -122.7023926)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-01533,West Pavilion - North Wing,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=82HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,,4,1970 California Building Code (CBC),1970,1982,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-01534,West Pavilion - West Wing,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=82HIS&capID2=00000&capID3=00018&agencyCode=OSHPD,,4,1970 California Building Code (CBC),1970,1982,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-01535,Service Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00521&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1980,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-01536,West Pavilion - Entry Lobby and Canopy,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=97HIS&capID2=00000&capID3=00018&agencyCode=OSHPD,,1,1995 California Building Code (CBC),1995,1997,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-01537,Emergency Wing,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=84HIS&capID2=00000&capID3=00019&agencyCode=OSHPD,,2,1979 California Building Code (CBC),1979,1984,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-01538,Center East - West Link,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=83HIS&capID2=00000&capID3=00032&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1983,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-01539,Center East Wing,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=48HIS&capID2=00000&capID3=00006&agencyCode=OSHPD,,2,1946 Uniform Building Code (UBC),1946,1948,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-01540,East Wing and East Wing Link,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=60HIS&capID2=00000&capID3=00023&agencyCode=OSHPD,51,3,1958 Uniform Building Code (UBC),1958,1960,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-01543,Emergency Wing-Entrance Canopy,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=84HIS&capID2=00000&capID3=00020&agencyCode=OSHPD,,1,1970 California Building Code (CBC),1970,1984,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-03203,ED Expansion,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00229&agencyCode=OSHPD,12.58,1,2007 California Building Code (CBC),2007,2015,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-03205,Ambulance Drop Off Canopy,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00231&agencyCode=OSHPD,12.5,1,2007 California Building Code (CBC),2007,2015,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-03206,ED Addition,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00232&agencyCode=OSHPD,13.08,1,1998 California Building Code (CBC),1998,2005,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-03207,Surgery Building and Cath Lab Infill,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00233&agencyCode=OSHPD,44,3,2001 California Building Code (CBC),2001,2009,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11059,Santa Rosa Memorial Hospital,BLD-03208,Observation #3,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00234&agencyCode=OSHPD,10.62,1,2007 California Building Code (CBC),2007,2015,1,"Santa Rosa
(38.4437103, -122.7013779)"
49 - Sonoma,11064,Sonoma Valley Hospital,BLD-01544,West Wing,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=70HIS&capID2=00000&capID3=00021&agencyCode=OSHPD,36,3,1967 Uniform Building Code (UBC),1967,1970,1,"Sonoma
(38.2884371, -122.465246)"
49 - Sonoma,11064,Sonoma Valley Hospital,BLD-01545,Central Wing,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=58HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,11,1,1955 Uniform Building Code (UBC),1955,1958,1,"Sonoma
(38.2884371, -122.465246)"
49 - Sonoma,11064,Sonoma Valley Hospital,BLD-01546,East Wing North,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=86HIS&capID2=00000&capID3=00020&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1986,1,"Sonoma
(38.2884371, -122.465246)"
49 - Sonoma,11064,Sonoma Valley Hospital,BLD-02990,Central Wing Canopy,In Service,3s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00177&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1989,1,"Sonoma
(38.2884371, -122.465246)"
49 - Sonoma,11064,Sonoma Valley Hospital,BLD-02991,West Wing Canopy,In Service,3s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00178&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1989,1,"Sonoma
(38.2884371, -122.465246)"
49 - Sonoma,11064,Sonoma Valley Hospital,BLD-03079,East Wing Center,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=86HIS&capID2=00000&capID3=00056&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1986,1,"Sonoma
(38.2884371, -122.465246)"
49 - Sonoma,11064,Sonoma Valley Hospital,BLD-03080,East Wing South,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=86HIS&capID2=00000&capID3=00057&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1986,1,"Sonoma
(38.2884371, -122.465246)"
