Year,oshpd_id,FACILITY_NAME,COUNTY_NAME,Type_Of_Control,ED_Level,Source,Principal Diagnosis Group,Count
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Genitourinary,241
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Infections,225
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,232
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Musculoskeletal,65
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Neoplasms,62
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Nervous & Sensory Systems,125
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Other Reasons for Health Services,4
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Psychoses & Neurosis,18
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Respitory,463
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Skin Disorders,113
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Symptoms,305
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Congenital Anomalies (Birth Defects),2
2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Perinatal Disorders,9
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,All Pregnancies,47
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Blood/Blood-forming Organs,14
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Circulatory,160
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Congenital Anomalies (Birth Defects),2
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Digestive,393
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Endocrine/Metabolism,121
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Genitourinary,297
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Infections,121
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Injuries/Drugs/Complications,1140
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Musculoskeletal,624
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Neoplasms,14
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Nervous & Sensory Systems,392
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Other Reasons for Health Services,170
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Perinatal Disorders,5
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Psychoses & Neurosis,187
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Respitory,816
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Skin Disorders,307
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Symptoms,979
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Blood/Blood-forming Organs,3
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Circulatory,51
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Digestive,86
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Endocrine/Metabolism,60
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Genitourinary,30
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Infections,12
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Injuries/Drugs/Complications,55
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Musculoskeletal,11
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Neoplasms,1
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Nervous & Sensory Systems,9
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Psychoses & Neurosis,10
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Respitory,97
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Skin Disorders,33
2014,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Symptoms,116
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,All Pregnancies,369
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,87
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Circulatory,749
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),15
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Digestive,1455
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Endocrine/Metabolism,273
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Genitourinary,1303
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Infections,499
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,4393
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Musculoskeletal,1708
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Neoplasms,55
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Nervous & Sensory Systems,1290
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Other Reasons for Health Services,1084
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Perinatal Disorders,23
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Psychoses & Neurosis,586
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Respitory,2247
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Skin Disorders,908
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Visit,Symptoms,4673
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,All Pregnancies,30
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,32
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Circulatory,404
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Digestive,340
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Endocrine/Metabolism,123
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Genitourinary,152
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Infections,121
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,179
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Musculoskeletal,48
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Neoplasms,22
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Nervous & Sensory Systems,34
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Other Reasons for Health Services,10
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Psychoses & Neurosis,15
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Respitory,368
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Skin Disorders,75
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Symptoms,261
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Births,1
2014,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,Emergency - Basic,ED Admit,Congenital Anomalies (Birth Defects),1
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,All Pregnancies,1181
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,104
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Circulatory,828
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),9
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Digestive,2043
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Endocrine/Metabolism,496
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Genitourinary,2077
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Infections,652
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,7934
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Musculoskeletal,2390
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Neoplasms,53
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Nervous & Sensory Systems,2139
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Other Reasons for Health Services,925
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Perinatal Disorders,68
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Psychoses & Neurosis,1133
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Respitory,3525
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Skin Disorders,1173
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Symptoms,6216
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,All Pregnancies,122
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,89
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Circulatory,1615
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Digestive,1294
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Endocrine/Metabolism,437
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Genitourinary,626
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Infections,1003
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,491
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Musculoskeletal,342
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Neoplasms,111
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Nervous & Sensory Systems,334
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Psychoses & Neurosis,103
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Respitory,839
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Skin Disorders,192
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Symptoms,617
2014,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Congenital Anomalies (Birth Defects),3
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,All Pregnancies,4934
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,301
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Circulatory,2910
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),50
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Digestive,4365
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Endocrine/Metabolism,2410
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Genitourinary,5072
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Infections,1634
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,16709
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Musculoskeletal,5834
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Neoplasms,289
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Nervous & Sensory Systems,4565
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Other Reasons for Health Services,4445
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Perinatal Disorders,67
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Psychoses & Neurosis,5313
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Respitory,6962
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Skin Disorders,4252
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Visit,Symptoms,14489
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,All Pregnancies,525
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,225
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Circulatory,1839
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Digestive,1583
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Endocrine/Metabolism,716
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Genitourinary,651
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Infections,1039
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,2165
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Musculoskeletal,303
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Neoplasms,422
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Nervous & Sensory Systems,308
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Other Reasons for Health Services,26
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Psychoses & Neurosis,4719
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Respitory,913
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Skin Disorders,383
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Symptoms,1276
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Births,10
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Congenital Anomalies (Birth Defects),17
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,Emergency - Basic,ED Admit,Perinatal Disorders,34
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,All Pregnancies,756
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,58
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Circulatory,582
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),4
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Digestive,1653
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Endocrine/Metabolism,434
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Genitourinary,1520
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Infections,588
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,5434
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Musculoskeletal,1004
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Neoplasms,32
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Nervous & Sensory Systems,2162
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Other Reasons for Health Services,930
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Perinatal Disorders,53
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Psychoses & Neurosis,715
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Respitory,3556
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Skin Disorders,996
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Visit,Symptoms,3756
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,All Pregnancies,20
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,40
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Circulatory,445
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Digestive,268
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Endocrine/Metabolism,129
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Genitourinary,76
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Infections,148
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,50
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Musculoskeletal,22
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Neoplasms,18
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Nervous & Sensory Systems,79
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Psychoses & Neurosis,21
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Respitory,229
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Skin Disorders,44
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Symptoms,77
2014,106364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,Emergency - Basic,ED Admit,Perinatal Disorders,4
2014,106364502,LOMA LINDA UNIVERSITY CHILDRENS HOSPITAL,SAN BERNARDINO,Nonprofit - Corporation,,ED Admit,Nervous & Sensory Systems,1
2014,106364502,LOMA LINDA UNIVERSITY CHILDRENS HOSPITAL,SAN BERNARDINO,Nonprofit - Corporation,,ED Admit,Congenital Anomalies (Birth Defects),1
2014,106370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor - Corporation,Emergency - Basic,ED Visit,All Pregnancies,370
